﻿Item Code;註記 (Notes);(箱)長 (Length Carton) cm;(箱)寬 (Width) cm;(箱)高 (Heigth) cm;(箱)重量 (Weigth);箱入數 (Number of Cartons);板入數 (Number of Pallets);庫存量 (Inventory Quantity);庫存單位 (Inventory Unit);庫存換算(箱) (Inventory Conversion (Carton));目前庫存 (Current Inventory) (PCS);Notes;Notes_EN
14202040001;家樂福蒜香厚燒條子肉乾;39;29;16;2,16;12.0;100;138;PCS;11,5;9.0;;Carrefour Garlic Thick Roasted Slivers of Pork Jerky
14202041001;家樂福黑胡椒嫩烤條子肉乾;39;29;16;2,04;12.0;100;63;PCS;5,3;66.0;;Carrefour black pepper tender grilled sliver jerky
14203001001;珍珍魷魚絲;53;35;16;4;20.0;50;851,6666667;PCS;42,6;217.0;;Zhenzhen shredded squid
14203002001;珍珍沖繩黑糖魷魚;43;30;18;2,64;20.0;81;70;PCS;3,5;24.0;;Zhenzhen Okinawa brown sugar squid
14203003001;珍珍鱈魚香絲;50;33;35;6,4;40.0;35;205,3333333;PCS;5,2;51.0;;Zhenzhen cod shredded fish
14203004001;珍珍魷魚片;53;35;20;5,25;20.0;40;212,3333333;PCS;10,7;41.0;;Zhenzhen Squid Fillet
14203005001;珍珍鱈魚香絲(寬條);50;33;21;3,3;20.0;56;93;PCS;4,7;15.0;;Zhenzhen cod fish shreds (wide strips)
14203016001;原味巡禮大豬公風味魚片;41;29;31;3,01;24.0;45;63;PCS;2,7;41.0;;Original Big Pig Boar Flavored Fish Fillet
14203017001;北海鱈魚香絲;53;34;33;6,06;40.0;25;5229;PCS;130,8;1319.0;;North Sea cod shreds
14203027001;北海鱈魚香絲- 麻辣;53;36;33;5,09;25.0;25;626,3333333;PCS;25,1;92.0;;North Sea cod shreds - Spicy
14203032001;海味家族--蜜汁沙茶;41;29;27;2,6;12.0;60;282;PCS;23,5;12.0;;Sea food family--honey sand tea
14203033001;老楊鹹蛋黃魚皮-經典原味 老楊鹹蛋黃魚皮;50;40;30;3,37;24.0;36;48;PCS;2;43.0;;Lao Yang Salted Egg Yolk Fish Skin - Classic Original Lao Yang Salted Egg Yolk Fish Skin
14203044001;碳燒鱈魚棒;35;28;35;2,83;20.0;50;64;PCS;3,2;20.0;;Grilled cod sticks
14203048001;台灣ㄚ環妹大豬公(魚干);37;30;18;2,59;10.0;90;183;PCS;18,3;28.0;;Taiwan's Huanmei Big Pig (dried fish)
14203053001;鮮味本舖松板烤魚;37;30;22;2;10.0;80;0;PCS;0;17.0;;Umami Honpo pine-pan grilled fish
14203055001;鮮味本舖沙嗲魚;37;30;18;2,53;10.0;90;53;PCS;5,3;60.0;;Fresh Satay Fish
14203056001;東港魚季-碳烤魷魚條;39;24;22;2,4;20.0;84;232;PCS;11,6;3.0;;Donggang Fish Season-Charcoal grilled squid strips
14203058001;東港魚季-黑胡椒香魚;45;28;22;2,8;20.0;72;52;PCS;2,6;32.0;;Donggang Fish Season-Black Pepper Sweetfish
14203059001;順發-東港鮪魚糖;43;30;18;2,88;20.0;81;131;PCS;6,6;37.0;;Shunfa-Donggang Tuna Candy
14203061001;東港魚季-鐵板燒香魚;45;28;22;2,8;20.0;72;113;PCS;5,7;77.0;;Donggang Fish Season-Teppanyaki Ayu
14203062001;東港魚季-蜜沙茶魚片;39;24;22;2,54;20.0;96;245;PCS;12,3;16.0;;Donggang Fish Season-Misha Tea Fish Fillet
14203063001;正合味鱈魚片(蜜汁干貝口味);35;28;30;2,64;20.0;50;52;PCS;2,6;39.0;;Perfectly flavored cod fillet (honey scallop flavor)
14203064001;東港魚季-燻烤香魚片;39;24;22;2,8;20.0;72;88;PCS;4,4;96.0;;Donggang Fish Season-Smoked Grilled Ayu Fillet
14203065001;RSN 鱈魚起士條(乾杯);39;30;19;3,74;20.0;90;139;PCS;7;33.0;;RSN Cod Cheese Sticks (Cheers)
14203066001;味本舖紅燒鱈魚(辣味)120g;38;30;22;1,856;10.0;70;0;PCS;0;0.0;;Weibenpu braised cod (spicy) 120g
14203068001;台灣名產鱈魚香絲;40;25;28;1,94;20.0;72;414;PCS;20,7;89.0;;Taiwan's famous cod fish shreds
14203078001;北海鱈魚香絲(寬條);53;35;33;4,57;20.0;25;1195,666667;PCS;59,8;301.0;;North Sea cod shreds (wide strips)
14203080001;原味巡禮蜜汁沙茶;41;29;31;3,01;24.0;45;75,66666667;PCS;3,2;7.0;;Original tour honey sand tea
14203083001;珍珍- 芝麻鱈絲;52;35;20;3,8;20.0;40;144,3333333;PCS;7,3;27.0;;Zhenzhen-Sesame cod shreds
14203089001;原味巡禮紅燒魚;41;29;31;3,02;24.0;45;104;PCS;4,4;22.0;;Original braised fish
14203099001;元本山DIY三角飯糰海苔;39;31;24;2,2;12.0;63;49;PCS;4,1;16.0;;Motomotoyama DIY triangle rice balls with seaweed
14204002001;橘太郎味付造型海苔(北歐森林);44;20;11;0,908;6.0;150;7;PCS;1,2;0.0;;Tachibana Taro Amifu shaped seaweed (Nordic forest)
14204003001;小怪獸 海苔夾心-杏仁;37;19;22;0,8;12.0;119;366;PCS;30,5;110.0;;Little Monster Seaweed Sandwich-Almond
14204004001;橘平屋韓味海苔禮盒;59;50;28;3,64;6.0;24;280;PCS;46,7;101.0;;Tachibana flat house Korean seaweed gift box
14204005001;橘平屋藜麥杏仁海苔三明治;47;30;29;2,41;20.0;42;53;PCS;2,7;87.0;;Tachibana Hiraya Quinoa Almond Nori Sandwich
14204006001;元本山(90束)海苔經濟包;40;29;14;1,98;6.0;110;455;PCS;75,9;84.0;;Motomotoyama (90 bundles) seaweed economical bag
14204010001;元本山(6束)海苔;31;23;21;1,62;30.0;128;674;PCS;22,5;280.0;;Motomotoyama (6 bunches) seaweed
14204013001;元本山味付海苔輕巧包(4切);34;24;14;0,95;30.0;168;261;PCS;8,7;25.0;;Motomotoyama Amifu Seaweed Light Bun (4 cuts)
14204021001;元本山無調味對切海苔26枚;39;27;20;1,96;20.0;80;215;PCS;10,8;68.0;;Motomotoyama unseasoned half-cut seaweed 26 pieces
14204022001;橘平屋日式海苔細片;52;40;40;5,5;20.0;20;26;PCS;1,3;52.0;;Tachibana flat Japanese seaweed thin slices
14204025001;元本山芥末對切海苔;40;27;20;2,06;20.0;80;185;PCS;9,3;1.0;;Motomotoyama wasabi halved seaweed
14204028001;元本山朝鮮海苔 3入裝;48;29;19;1,18;12.0;72;103;PCS;8,6;28.0;;Motomotoyama Korean Seaweed 3-pack
14204029001;良澔嚴選海苔-味付;40;26;17;2,15;20.0;120;11;PCS;0,6;19.0;;Lianghao carefully selected seaweed-Mifu
14204030001;良澔嚴選海苔-辣味;40;26;18;2,13;20.0;81;7;PCS;0,4;20.0;;Lianghao carefully selected seaweed-spicy flavor
14204032001;良澔嚴選海苔-芥末風味;40;26;17;2,2;20.0;40;11;PCS;0,6;20.0;;Lianghao carefully selected seaweed-wasabi flavor
14204036001;家福麻油風味朝鮮海苔5g;49;29;19;0,93;36.0;72;655;PCS;18,2;57.0;;Jiafu sesame oil flavor Korean seaweed 5g
14204041001;橘平屋36束海苔經濟包;37;29;17;2,13;10.0;110;1192;PCS;119,2;262.0;;Tachibana flat house 36 bunches nori economical pack
14204043001;雋品 韓系岩燒海苔-胡椒16包入;57;39;32;2,23;8.0;25;37;PCS;4,7;24.0;;Junpin Korean Rock Grilled Seaweed-Pepper 16 packs
14204044001;橘平屋新摘對切海苔-原味;37;27;21;1,92;20.0;80;259;PCS;13;6.0;;Tachibana flat house freshly picked half-cut seaweed-original flavor
14204046001;元本山鮮摘綠罐80束;50;33;27;5,14;6.0;42;167,3333333;PCS;27,9;0.0;;Yuanmotoshan freshly picked green cans 80 bunches
14204048001;Konomi相撲手脆紫菜海苔-原味;68;45;26;3,22;48.0;18;853,6666667;PCS;17,8;131.0;;Konomi sumo crispy nori and seaweed-original flavor
14204049001;Konomi相撲手脆紫菜海苔-辣味;68;45;26;3,22;48.0;18;266;PCS;5,6;264.0;;Konomi Sumo Wrestling Crispy Nori Nori - Spicy
14204051001;橘平屋新摘對切海苔-辣味;38;27;22;2,24;20.0;80;55;PCS;2,8;29.0;;Tachibana flat house freshly picked half-cut seaweed-spicy flavor
14204052001;橘平屋岩燒海苔-原味;46;30;20;0,99;12.0;64;239;PCS;20;17.0;;Tachibana flat house rock-fired seaweed-original flavor
14204053001;橘平屋岩燒海苔-辣味;46;30;19;1;12.0;80;90;PCS;7,5;68.0;;Tachibana Hiraya Iwayaki Seaweed - Spicy
14204054001;元本山味付對切海苔;40;27;20;2;20.0;80;766;PCS;38,3;205.0;;Motomotoyama miso cut seaweed
14204055001;元本山辣味對切海苔;39;27;20;2;20.0;80;189;PCS;9,5;131.0;;Motomotoyama spicy halved seaweed
14204059001;元本山海苔輕便包48束;41;30;19;2,89;12.0;90;1061;PCS;88,5;152.0;;Motomotoyama Nori Light Bag 48 Bundles
14204060001;SS韓國海苔禮盒;70;42;58;7,6;8.0;9;115;PCS;14,4;35.0;;SS Korean seaweed gift box
14204061001;小老板海苔棒棒捲-原味3.0g*9;51;26;26;1,51;12.0;48;1070;PCS;89,2;132.0;;Little Boss Seaweed Stick Roll-Original Flavor 3.0g*9
14204062001;小老板海苔棒棒捲-辣味3.0g*9;54;27;25;1,59;12.0;36;357;PCS;29,8;43.0;;Little Boss Seaweed Bangbang Roll-Spicy 3.0g*9
14204065001;元本山朝鮮海苔;40;27;20;1,8;20.0;80;468;PCS;23,4;27.0;;Motomotoyama Korean seaweed
14204066001;岩燒海苔(量販包);56;45;45;4,3;10.0;12;112,6666667;PCS;11,3;0.0;;Rock-fired seaweed (mass-selling package)
14204067001;雋品HiBs三切岩燒海苔-原味;55;27;15;1,27;16.0;66;0;PCS;0;16.0;;Junpin HiBs three-cut rock-roasted seaweed-original flavor
14204068001;家福芥末風味朝鮮海苔5g;49;29;19;1;36.0;72;214;PCS;6;18.0;;Kafuku Wasabi Flavor Korean Seaweed 5g
14204069001;MM象泰式烤海苔-經典原味;49;33;21;4,506;36.0;56;89;PCS;2,5;0.0;;MM Xiang Thai Grilled Seaweed-Classic Original Flavor
14204070001;泰國小老板厚片海苔-辣味;49;40;22;1,84;24.0;42;644;PCS;26,9;120.0;;Thai Little Boss Thick Slices of Seaweed - Spicy
14204071001;泰國小老板厚片海苔-原味;49;40;22;1,84;24.0;42;1044,333333;PCS;43,6;211.0;;Thai Little Boss thick slices of seaweed-original flavor
14204073001;泰國小老板厚片海苔-山葵;49;41;22;1,8;24.0;48;181;PCS;7,6;0.0;;Thai Little Boss Thick Slices of Seaweed-Wasabi
14204077001;泰國小老板超大海苔-辣香味;47;32;21;4,73;36.0;56;144;PCS;4;71.0;;Thai Little Boss Super Seaweed-Spicy Fragrance
14204078001;泰國小老板超大海苔-經典味;48;33;24;3;36.0;56;277;PCS;7,7;60.0;;Thai Little Boss Super Seaweed-Classic Flavor
14204083001;家福麻油風味朝鮮海苔50g;39;28;20;1,87;20.0;80;930,6666667;PCS;46,6;18.0;;Jiafu sesame oil flavor Korean seaweed 50g
14204086001;家福芥末風味朝鮮海苔50g;39;28;20;1,95;20.0;80;486,3333333;PCS;24,4;46.0;;Kafuku Wasabi Flavor Korean Seaweed 50g
14204090001;元本山海苔細片-麻油口味;62;29;27;1,7;12.0;36;51;PCS;4,3;11.0;;Yuanmotoshan Seaweed Slices-Sesame Oil Flavor
14204100001;小怪獸海苔夾心-南瓜子;28;22;17;0,76;12.0;190;350;PCS;29,2;97.0;;Little Monster Seaweed Sandwich-Pumpkin Seeds
14204101001;小怪獸海苔夾心-紫米;28;22;17;0,76;12.0;190;155;PCS;13;153.0;;Little Monster Seaweed Sandwich-Purple Rice
14204102001;小怪獸海苔夾心-紅麥;28;22;17;0,76;12.0;190;187;PCS;15,6;191.0;;Little Monster Seaweed Sandwich-Red Wheat
14204103001;元本山歡樂DIY三角飯糰海苔;36;27;12;1,46;12.0;154;30,33333333;PCS;2,6;17.0;;Yuanmotoshan Happy DIY Triangular Rice Ball Seaweed
14204105001;雋品岩燒海苔16包入;58;38;33;2,3;8.0;25;34;PCS;4,3;0.0;;Junpin Rock Grilled Seaweed 16 packs
14204107001;橘平屋岩燒三切海苔;37;27;22;1,8;20.0;77;47,33333333;PCS;2,4;0.0;;Tachibana flat house rock grilled three-cut seaweed
14204118001;元本山朝鮮海苔湖鹽風味;39;27;21;2,08;20.0;80;33;PCS;1,7;9.0;;Wonmotoyama Korean Seaweed Lake Salt Flavor
14204125001;雋品HiBs三切岩燒海苔-戀之梅口味;54;27;15;1,3;16.0;66;416;PCS;26;42.0;;Junpin HiBs three-cut rock-roasted seaweed-Lianzhimei flavor
14204126001;橘平海苔三明治-芝麻杏仁;49;32;28;2,55;20.0;42;75;PCS;3,8;91.0;;Tachibana flat seaweed sandwich-sesame almond
14204127001;家樂福無調味半切海苔;37;27;23;2,3;20.0;77;521;PCS;26,1;0.0;;Carrefour unseasoned half-cut seaweed
14204129001;橘平屋岩燒海苔禮盒;56;37;41;4,4;4.0;20;266;PCS;66,5;72.0;;Tachibana flat house rock-yaki seaweed gift box
14204131001;家樂福原味半切海苔;37;27;22;2,21;20.0;77;1281;PCS;64,1;182.0;;Carrefour original half-cut seaweed
14204132001;家樂福辣味半切海苔;48;32;15;2,41;20.0;77;733,3333333;PCS;36,7;131.0;;Carrefour spicy half-cut seaweed
14204133001;家樂福味付海苔(36束);38;29;18;2,08;10.0;100;167;PCS;16,7;18.0;;Carrefour flavored seaweed (36 bundles)
14204135001;良澔片烤海苔-椒鹽口味;27;25;23;1,11;12.0;112;155;PCS;13;40.0;;Lianghao Slices of Roasted Seaweed - Salt and Pepper Flavor
14204136001;良澔酥爆海苔原味;33;28;23;1,2;12.0;84;90,33333333;PCS;7,6;14.0;;Lianghao Crispy Seaweed Original Flavor
14204137001;泰脆天婦羅-鹹蛋黃口味;67;45;26;3,02;48.0;18;38;PCS;0,8;131.0;;Thai crispy tempura-salted egg yolk flavor
14204142001;Konomi相撲手脆紫菜海苔-芥末;68;44;26;3;48.0;18;58;PCS;1,3;97.0;;Konomi Sumo Wrestler Crispy Nori Nori-Wasabi
14204148001;韓味不二韓國海苔酥(原味);48;35;31;2,38;30.0;35;88;PCS;3;55.0;;Korean flavored Korean seaweed cake (original flavor)
14204150001;良澔金朝鮮海苔-精選原味;39;28;20;1,63;20.0;72;60;PCS;3;60.0;;Lianghao Golden Korean Seaweed-Selected Original Flavor
14204151001;良澔金朝鮮海苔-精選辣味;39;28;20;1,63;20.0;72;40;PCS;2;19.0;;Lianghao Jin Korean Seaweed-Selected Spicy Flavors
14204158001;MOTOMOTOYAMA朝鮮海苔檸檬玫瑰鹽風味;48;29;19;0,94;12.0;72;5;PCS;0,5;0.0;;MOTOMOTOYAMA Korean seaweed lemon rose salt flavor
14204162001;雋品HiBs三切岩燒海苔-御之胡椒口味;54;27;15;1,3;16.0;66;351;PCS;22;15.0;;Junpin HiBs three-cut rock-roasted seaweed - pepper flavor
14204197001;良澔日式無調味海苔;40;28;21;1,6;20.0;80;0;PCS;0;19.0;;Lianghao Japanese Unflavored Seaweed
14204198001;良澔酥爆海苔-唐辛子口味;40;27;21;1,83;20.0;80;0;PCS;0;20.0;;Lianghao crispy seaweed-Tang Xinzi flavor
14204892001;橘平屋韓味海苔量販包;55;29;28;1,7;6.0;36;856;PCS;142,7;223.0;;Tachibana flat house Korean seaweed package
14204897001;元本山味付細片;55;33;35;3,8;12.0;30;43;PCS;3,6;8.0;;Yuanmotoshan flavored thin slices
14204899001;韓國現烤海苔酥-原味;39;29;27;2,27;20.0;60;117;PCS;5,9;29.0;;Korean freshly baked seaweed cake-original flavor
14210005001;家樂福全果粒蔓越莓果乾;35;27;13;2,79;12.0;143;169;PCS;14,1;37.0;;Carrefour Whole Fruit Dried Cranberries
14210009001;三葉超大葡萄乾;39;20;11;2,69;12.0;210;4988;PCS;415,7;280.0;;Three-leaf extra-large raisins
14210010001;聖美多葡萄乾;29;22;16;5,34;24.0;170;98;PCS;4,1;24.0;;saint medo raisins
14210015001;加州三葉葡萄乾250g;38;33;15;6,3;24.0;99;221;PCS;9,3;45.0;;California three-leaf raisins 250g
14210017001;7D菲律賓宿霧芒果乾;34;24;13;2,696;25.0;126;422,3333333;PCS;16,9;120.0;;7D Philippine Cebu Dried Mango
14210018001;家樂福愛文芒果乾;35;27;13;1,74;12.0;143;84,66666667;PCS;7,1;14.0;;Carrefour Aiwen Dried Mango
14210019001;台灣愛文芒果乾;32;28;16;2,15;12.0;108;54;PCS;4,5;11.0;;Taiwan Aiwen Dried Mango
14210020001;Ocean Spray蔓越莓果乾 24oz;33;30;19;6,09;8.0;72;100,6666667;PCS;12,6;0.0;;Ocean Spray Dried Cranberries 24oz
14210021001;太陽牌去籽加州梅;48;37;12;4,892;12.0;84;244;PCS;20,4;71.0;;Sun brand seeded California plums
14210024001;7D菲律賓宿霧芒果乾;36;25;27;5,622;25.0;24;147;PCS;5,9;28.0;;7D Philippine Cebu Dried Mango
14210025001;手摘果物- 芒果乾;28;19;16;1,36;15.0;220;34;PCS;2,3;33.0;;Hand Picked Fruit-Dried Mango
14210026001;手摘果物- 芭樂乾;28;19;16;1,32;15.0;220;91;PCS;6,1;9.0;;Hand-picked fruits - Guava Dried
14210027001;家樂福甘草檸檬果乾;37;22;19;1,35;20.0;117;217;PCS;10,9;11.0;;Carrefour Licorice Lemon Dried Fruit
14210029001;美麗果蔓越莓乾(全果粒);32;27;15;2,91;12.0;132;450;PCS;37,5;101.0;;Beautiful fruit dried cranberries (whole fruit pieces)
14210031001;家樂福芒果乾145g;35;27;13;1,74;12.0;143;31;PCS;2,6;26.0;;Carrefour Dried Mango 145g
14210034001;康健生機金牌黑棗(去籽);31;27;15;4,5;12.0;132;859;PCS;71,6;206.0;;Healthy Vitality Gold Medal Black Dates (Removed Seeds)
14210035001;良澔超大葡萄乾;40;27;28;3,7;12.0;60;67;PCS;5,6;70.0;;Lianghao Extra Large Raisins
14210039001;台灣美食- 彰化大村巨峰葡萄乾;47;38;19;11;20.0;60;90;PCS;4,5;24.0;;Taiwanese Food- Changhua Dacun Kyoho Raisins
14210045001;聖美多葡萄乾500G;43;32;13;6,73;12.0;96;34;PCS;2,9;24.0;;San Meido Raisins 500G
14210046001;森之果物嚴選特大葡萄乾蔓越莓;41;29;14;4,78;12.0;120;215,6666667;PCS;18;36.0;;Forest Fruits Carefully Selected Extra Large Raisins and Cranberries
14210047001;森之果物嚴選蜜棗乾;40;29;13;4,85;12.0;130;0;PCS;0;24.0;;Fruits of the forest carefully selected dried candied dates
14210048001;森之果物嚴選芭樂乾;41;29;14;3,8;12.0;120;147,3333333;PCS;12,3;35.0;;Strictly selected guava from the fruits of the forest
14210050001;家樂福鳳梨果乾;36;21;19;1,13;20.0;126;137;PCS;6,9;43.0;;Carrefour Dried Pineapple Fruit
14210051001;果漾天然鳳梨乾;34;26;18;3,1;20.0;108;141;PCS;7,1;10.0;;Fruity natural dried pineapple
14210056001;家樂福芒果乾;36;21;19;1,17;20.0;126;271,6666667;PCS;13,6;67.0;;Carrefour dried mango
14210058001;家樂福番茄乾;36;21;19;1,17;20.0;126;27,66666667;PCS;1,4;37.0;;Carrefour dried tomatoes
14210061001;家樂福紅心芭樂果乾;35;27;13;1,74;12.0;143;96,66666667;PCS;8,1;11.0;;Carrefour Red Heart Dried Guava Fruit
14210064001;森之果物嚴選整粒蔓越莓乾;41;29;14;3;12.0;120;27;PCS;2,3;19.0;;Fruits of the Forest Carefully Selected Whole Dried Cranberries
14210067001;家樂福珍珠芭樂果乾;36;21;19;1,23;20.0;126;135;PCS;6,8;32.0;;Carrefour Pearl Guava Dried Fruit
14210068001;甘草芭樂乾50g;27;19;15;1,26;20.0;220;273;PCS;13,7;83.0;;Dried licorice guava 50g
14210077001;果漾天然芭樂乾;34;26;18;3,1;20.0;108;147;PCS;7,4;5.0;;Fruity natural guava dry
14210079001;果漾天然愛文青芒果乾;34;26;19;3;20.0;108;176;PCS;8,8;4.0;;Fruity Natural Aiwenqing Dried Mango
14210081001;家樂福紅心芭樂果乾35g;36;21;19;1,03;20.0;126;68;PCS;3,4;41.0;;Carrefour Red Heart Guava Dried Fruit 35g
14210084001;良澔葡萄乾梅子風味;42;29;30;4,43;12.0;54;75;PCS;6,3;26.0;;Lianghao raisin and plum flavor
14210085001;溢旺梅子葡萄乾;57;31;21;4,3;12.0;42;191;PCS;16;35.0;;Yiwang Plum Raisins
14210089001;家樂福全果粒蔓越莓果乾42g;36;21;19;1,18;20.0;126;69;PCS;3,5;27.0;;Carrefour Whole Fruit Dried Cranberries 42g
14210100001;家樂福甘草芭樂乾;36;21;19;1,66;20.0;126;582;PCS;29,1;0.0;;Carrefour licorice guava
14210104001;蔓越莓乾;33;28;15;2,276;12.0;120;25;PCS;2,1;9.0;;Dried cranberries
14210108001;果漾天然草莓乾;34;26;18;2,4;20.0;108;148;PCS;7,4;8.0;;Fruity natural dried strawberries
14210110001;華陀御品堂 陳皮梅;35;26;19;3,32;8.0;108;66,66666667;PCS;8,4;16.0;;Huatuo Yupintang Chen Pimei
14210113001;森之果物嚴選鑽石麝香葡萄乾;40;29;13;3,56;12.0;130;0;PCS;0;24.0;;Fruits of the Forest Carefully Selected Diamond Muscat Raisins
14210114001;森之果物嚴選特大葡萄乾;41;29;13;4,6;12.0;130;26;PCS;2,2;19.0;;Fruits of the Forest Carefully Selected Extra Large Raisins
14210120001;果漾天然愛文芒果乾;34;26;19;2,5;20.0;108;199;PCS;10;10.0;;Fruity Natural Alvin Dried Mango
14210127001;聯國葡萄乾;49;28;19;8,52;12.0;64;70;PCS;5,9;3.0;;federal raisins
14210132001;家樂福草莓果乾;37;22;19;1,16;20.0;117;304;PCS;15,2;83.0;;Carrefour Dried Strawberries
14210135001;森之果物嚴選切片蔓越莓乾;31;21;23;2,74;12.0;126;37;PCS;3,1;11.0;;Mori no Fruit Carefully Selected Sliced ​​Dried Cranberries
14210137001;Sunny Ranch無花果果乾;32;30;18;5,1;6.0;108;71;PCS;11,9;17.0;;Sunny Ranch Dried Figs
14210216001;森之果物嚴選迷你鳳梨乾;30;21;23;1,65;12.0;133;0;PCS;0;24.0;;Fruits of the Forest Carefully Selected Mini Dried Pineapples
14210282001;鮮果水果乾-香橙圓片;35;30;13;1,39;12.0;130;0;PCS;0;12.0;;Fresh and Dried Fruit-Orange Slices
14210283001;鮮果水果乾-鳳梨乾;35;30;13;1,45;12.0;130;0;PCS;0;12.0;;Fresh and dried fruits-dried pineapples
14210284001;鮮果水果乾-柚皮乾;35;30;13;1,4;12.0;130;0;PCS;0;12.0;;Fresh and dried fruits-dried pomelo peel
14210285001;鮮果水果乾-紅心芭樂乾;35;30;13;1,35;12.0;130;0;PCS;0;12.0;;Fresh Dried Fruit-Red Heart Guava Dried
14210286001;鮮果水果乾-青芒果乾;35;30;13;1,27;12.0;130;0;PCS;0;12.0;;Fresh Dried Fruit-Dried Green Mango
14210287001;鮮果水果乾-蘋果乾;35;30;13;1,1;12.0;130;0;PCS;0;12.0;;Fresh and dried fruits-dried apples
14210288001;鮮果水果乾-檸檬圓片;35;30;13;1,36;12.0;130;0;PCS;0;12.0;;Fresh and dried fruits-lemon round slices
14210899001;Sunny Ranch天然椰棗;48;31;23;7,522;6.0;49;81;PCS;13,5;24.0;;Sunny Ranch Natural Dates
14211001001;嘉禾陳皮梅;51;40;31;13,15;30.0;25;69;PCS;2,3;61.0;;Jiahe Chenpimei
14211028001;手摘果物- 梅肉;28;19;16;0,59;15.0;220;175;PCS;11,7;32.0;;Hand-picked fruits - plum meat
14211036001;茉莉脆梅65g;27;19;15;1,66;20.0;220;192;PCS;9,6;42.0;;Jasmine Crispy Plum 65g
14211038001;無籽冰心話梅15g;27;19;15;0,52;20.0;220;643;PCS;32,2;158.0;;Seedless Bingxinhuamei 15g
14211052001;家樂福小紅莓;36;22;19;1,66;20.0;126;49,33333333;PCS;2,5;58.0;;Carrefour cranberries
14211055001;泰國頭等艙梅子;31;24;28;6,32;30.0;90;208;PCS;7;34.0;;Thai first class plums
14212013001;家樂福碳燻烏梅李;36;21;19;1,83;20.0;126;32,33333333;PCS;1,7;19.0;;Carrefour carbon smoked plums
14213004001;良澔仙楂梅;49;27;32;6,77;24.0;45;253,6666667;PCS;10,6;58.0;;Lianghao Xianxuanmei
14213006001;口福不淺一日七蔬果天婦羅脆片;34;27;18;0,92;12.0;108;32;PCS;2,7;24.0;;A great treat: Seven Fruits and Vegetables Tempura Crisps a Day
14213008001;口福不淺水果脆片;34;27;18;0,93;12.0;108;39,66666667;PCS;3,4;26.0;;Delicious fruit crisps
14213010001;口福不淺蔬菜脆片;34;27;18;0,98;12.0;108;60,33333333;PCS;5,1;10.0;;Delicious vegetable crisps
14213028001;手摘果物--仙楂果;28;19;16;2,04;15.0;220;101;PCS;6,8;2.0;;Hand-picked fruit - hawthorn fruit
14213055001;阿拉伯椰棗乾;45;30;22;7;12.0;24;117;PCS;9,8;22.0;;Dried Arabic Dates
14213092001;新纖薯;46;30;30;3,43;12.0;40;163;PCS;13,6;49.0;;new fiber potato
14220002001;道地偉特糖;40;30;21;6,05;16.0;80;367,3333333;PCS;23;89.0;;Authentic Weite Candy
14220005001;加倍佳Mini棒棒糖;31;26;22;3,44;12.0;98;269,3333333;PCS;22,5;63.0;;Best Mini Lollipop
14220009001;曼陀珠-可樂口味;52;39;15;5,24;20.0;55;32;PCS;1,6;0.0;;Mandarin Beads-Cola Flavor
14220019001;Ogontoh黃金糖80g;30;24;5;0,9;10.0;525;161;PCS;16,1;15.0;;Ogontoh golden sugar 80g
14220035001;BF海鹽檸檬糖180g(盒);28;23;23;3,24;12.0;140;0;PCS;0;24.0;;BF sea salt lemon candy 180g (box)
14220071001;迷你曼陀珠袋裝什錦水果;31;22;13;3;12.0;170;173,3333333;PCS;14,5;24.0;;Mini mandarin beads bagged assorted fruits
14220078001;道地的偉特咖啡鮮奶油糖286g;40;29;21;6;20.0;80;171;PCS;8,6;58.0;;Authentic Weite Coffee Fresh Cream Candy 286g
14220085001;道地的偉特焦糖夾心鮮奶油糖;40;31;22;6,42;20.0;70;101,3333333;PCS;5,1;38.0;;Authentic Weite caramel filled whipped cream candy
14220086001;KOPIKO咖啡糖;35;28;17;4,2;24.0;110;198,6666667;PCS;8,3;39.0;;KOPIKO coffee sugar
14220108001;KS海鹽檸檬風味糖150g;30;20;22;2,3;12.0;140;;PCS;;38.0;;KS Sea Salt Lemon Flavored Candy 150g
14220110001;加倍佳棒棒糖;47;33;27;9,18;594.0;42;36;PCS;0,1;396.0;;Double good lollipop
14220132001;愛力檸檬C(3支入)66g;21;16;13;1,79;15.0;384;118,3333333;PCS;7,9;47.0;;Aili Lemon C (3 pieces) 66g
14220140001;BF海鹽檸檬糖150G;41;22;28;4,474;24.0;60;258;PCS;10,8;34.0;;BF Sea Salt Lemon Candy 150G
14220141001;BF薄荷岩鹽檸檬糖138G;41;22;28;4,46;24.0;60;522;PCS;21,8;69.0;;BF Mint Rock Salt Lemon Candy 138G
14220146001;易口舒勁爽薄荷口味150g;44;29;24;2,7;10.0;56;122,6666667;PCS;12,3;24.0;;Yikou Shujinshuang mint flavor 150g
14220155001;森永多樂福水果糖-台灣水果;39;21;26;10,16;40.0;78;18,33333333;PCS;0,5;108.0;;Morinaga Doleful Fruit Candy-Taiwan Fruit
14220175001;曼陀珠枕頭包-綜合苺果口味;52;39;12;5,3;20.0;75;84;PCS;4,2;0.0;;Mandala Pillow Bag-Mixed Berry Flavor
14220249001;泰國牛奶片25G;;;;;30.0;170;;PCS;;49.0;;Thai milk tablets 25G
